||
Electoral district name|Political affiliation|Votes obtained - Votes obtenus
Calgary Signal Hill|Conservative|35217
Calgary Skyview|Independent|184
Calgary Skyview|Marxist-Leninist|111
Calgary Skyview|Liberal|20092
Calgary Skyview|People's Party - PPC|1720
Calgary Skyview|NDP-New Democratic Party|7690
Calgary Skyview|Centrist|93
Calgary Skyview|Conservative|16768
Calgary Skyview|Green Party|431
Calgary Skyview|Independent|184
Calgary Skyview|Marxist-Leninist|111
Calgary Skyview|Liberal|20092
Calgary Skyview|People's Party - PPC|1720
Calgary Skyview|NDP-New Democratic Party|7690
Calgary Skyview|Centrist|93
Calgary Skyview|Conservative|17111
Calgary Skyview|Green Party|432
Edmonton Centre|Liberal|16561
Edmonton Centre|People's Party - PPC|2094
Edmonton Centre|Conservative|15945
Edmonton Centre|Marxist-Leninist|112
Edmonton Centre|Libertarian|265
Edmonton Centre|NDP-New Democratic Party|14141
Edmonton Centre|Liberal|16560
Edmonton Centre|People's Party - PPC|2094
Edmonton Centre|Conservative|15945
Edmonton Centre|Marxist-Leninist|112
Edmonton Centre|Libertarian|266
Edmonton Centre|NDP-New Democratic Party|14171
Edmonton Griesbach|Communist|140
Edmonton Griesbach|NDP-New Democratic Party|17437
Edmonton Griesbach|Conservative|15969
Edmonton Griesbach|Marxist-Leninist|102
Edmonton Griesbach|Green Party|540
Edmonton Griesbach|People's Party - PPC|2632
Edmonton Griesbach|Liberal|5988
Edmonton Griesbach|Libertarian|274
Edmonton Griesbach|Communist|140
Edmonton Griesbach|NDP-New Democratic Party|17457
Edmonton Griesbach|Conservative|15957
Edmonton Griesbach|Marxist-Leninist|103
Edmonton Griesbach|Green Party|538
Edmonton Griesbach|People's Party - PPC|2617
Edmonton Griesbach|Liberal|5979
Edmonton Griesbach|Libertarian|268
Edmonton Manning|Conservative|20218
Edmonton Manning|People's Party - PPC|3407
Edmonton Manning|Liberal|10468
Edmonton Manning|NDP-New Democratic Party|14999
Edmonton Manning|Marxist-Leninist|133
Edmonton Manning|Conservative|20219
Edmonton Manning|People's Party - PPC|3407
Edmonton Manning|Liberal|10468
Edmonton Manning|NDP-New Democratic Party|14999
Edmonton Manning|Marxist-Leninist|133
Edmonton Mill Woods|Liberal|16499
Edmonton Mill Woods|NDP-New Democratic Party|10615
Edmonton Mill Woods|People's Party - PPC|2967
Edmonton Mill Woods|Communist|183
Edmonton Mill Woods|Conservative|18248
Edmonton Mill Woods|Liberal|16499
Edmonton Mill Woods|NDP-New Democratic Party|10553
Edmonton Mill Woods|People's Party - PPC|2898
Edmonton Mill Woods|Communist|172
Edmonton Mill Woods|Conservative|18392
Edmonton Riverbend|Liberal|14213
Edmonton Riverbend|NDP-New Democratic Party|14154
Edmonton Riverbend|Green Party|761
Edmonton Riverbend|Conservative|25702
Edmonton Riverbend|People's Party - PPC|2142
Edmonton Riverbend|Liberal|14169
Edmonton Riverbend|NDP-New Democratic Party|14154
Edmonton Riverbend|Green Party|761
Edmonton Riverbend|Conservative|25702
Edmonton Riverbend|People's Party - PPC|2142
Edmonton Strathcona|Green Party|674
Edmonton Strathcona|People's Party - PPC|2356
Edmonton Strathcona|NDP-New Democratic Party|31700
Edmonton Strathcona|Liberal|3948
Edmonton Strathcona|Conservative|13300
Edmonton Strathcona|Libertarian|275
Edmonton Strathcona|Green Party|634
Edmonton Strathcona|People's Party - PPC|2366
Edmonton Strathcona|NDP-New Democratic Party|31690
Edmonton Strathcona|Liberal|3948
Edmonton Strathcona|Conservative|13310
Edmonton Strathcona|Libertarian|275
Edmonton West|Liberal|13016
Edmonton West|NDP-New Democratic Party|14190
Edmonton West|People's Party - PPC|3354
Edmonton West|Conservative|25278
Edmonton West|Marxist-Leninist|151
Edmonton West|Liberal|13016
Edmonton West|NDP-New Democratic Party|14190
Edmonton West|People's Party - PPC|3354
Edmonton West|Conservative|25278
Edmonton West|Marxist-Leninist|151
Edmonton--Wetaskiwin|People's Party - PPC|7666
Edmonton--Wetaskiwin|VCP|345
Edmonton--Wetaskiwin|NDP-New Democratic Party|18222
Edmonton--Wetaskiwin|Conservative|48285
Edmonton--Wetaskiwin|Liberal|12190
Edmonton--Wetaskiwin|People's Party - PPC|7670
Edmonton--Wetaskiwin|VCP|345
Edmonton--Wetaskiwin|NDP-New Democratic Party|18259
Edmonton--Wetaskiwin|Conservative|48340
Edmonton--Wetaskiwin|Liberal|12229
Foothills|Conservative|44356
Foothills|People's Party - PPC|5111
Foothills|Green Party|802
Foothills|Liberal|4441
Foothills|NDP-New Democratic Party|7116
Foothills|Maverick Party|2289
Foothills|Conservative|44456
Foothills|People's Party - PPC|5111
Foothills|Green Party|802
Foothills|Liberal|4441
Foothills|NDP-New Democratic Party|7117
Foothills|Maverick Party|2289
Fort McMurray--Cold Lake|Liberal|3060
Fort McMurray--Cold Lake|Green Party|429
Fort McMurray--Cold Lake|Conservative|28806
Fort McMurray--Cold Lake|People's Party - PPC|5475
Fort McMurray--Cold Lake|Maverick Party|485
Fort McMurray--Cold Lake|NDP-New Democratic Party|4427
Fort McMurray--Cold Lake|VCP|95
Fort McMurray--Cold Lake|Liberal|3060
Fort McMurray--Cold Lake|Green Party|423
Fort McMurray--Cold Lake|Conservative|29242
Fort McMurray--Cold Lake|People's Party - PPC|5481
Fort McMurray--Cold Lake|Maverick Party|479
Fort McMurray--Cold Lake|NDP-New Democratic Party|4377
Fort McMurray--Cold Lake|VCP|88
Grande Prairie--Mackenzie|Liberal|2429
Grande Prairie--Mackenzie|Parti Rhinocéros Party|324
Grande Prairie--Mackenzie|People's Party - PPC|5411
Grande Prairie--Mackenzie|Maverick Party|2194
Grande Prairie--Mackenzie|NDP-New Democratic Party|6462
Grande Prairie--Mackenzie|Conservative|36360
Grande Prairie--Mackenzie|Liberal|2397
Grande Prairie--Mackenzie|Parti Rhinocéros Party|314
Grande Prairie--Mackenzie|People's Party - PPC|5411
Grande Prairie--Mackenzie|Maverick Party|2195
Grande Prairie--Mackenzie|NDP-New Democratic Party|6462
Grande Prairie--Mackenzie|Conservative|36361
Lakeland|NDP-New Democratic Party|5705
Lakeland|Green Party|474
Lakeland|People's Party - PPC|5823
Lakeland|Maverick Party|1687
Lakeland|Conservative|36541
Lakeland|Liberal|2616
Lakeland|NDP-New Democratic Party|5519
Lakeland|Green Party|464
Lakeland|People's Party - PPC|5827
Lakeland|Maverick Party|1674
Lakeland|Conservative|36557
Lakeland|Liberal|2610
Lethbridge|Christian Heritage Party|566
Lethbridge|Conservative|33038
Lethbridge|Liberal|8928
Lethbridge|People's Party - PPC|4197
Lethbridge|NDP-New Democratic Party|11386
Lethbridge|Independent|1176
Lethbridge|Christian Heritage Party|566
Lethbridge|Conservative|32817
Lethbridge|Liberal|8928
Lethbridge|People's Party - PPC|4097
Lethbridge|NDP-New Democratic Party|11386
Lethbridge|Independent|1179
Medicine Hat--Cardston--Warner|Green Party|719
Medicine Hat--Cardston--Warner|People's Party - PPC|4495
Medicine Hat--Cardston--Warner|Conservative|31639
Medicine Hat--Cardston--Warner|Maverick Party|1222
Medicine Hat--Cardston--Warner|NDP-New Democratic Party|6787
Medicine Hat--Cardston--Warner|Liberal|3496
Medicine Hat--Cardston--Warner|Green Party|725
Medicine Hat--Cardston--Warner|People's Party - PPC|4484
Medicine Hat--Cardston--Warner|Conservative|31648
Medicine Hat--Cardston--Warner|Maverick Party|1226
Medicine Hat--Cardston--Warner|NDP-New Democratic Party|6816
Medicine Hat--Cardston--Warner|Liberal|3515
Peace River--Westlock|People's Party - PPC|6021
Peace River--Westlock|Maverick Party|2587
Peace River--Westlock|Green Party|375
Peace River--Westlock|Liberal|2423
Peace River--Westlock|NDP-New Democratic Party|5999
Peace River--Westlock|Conservative|29428
Peace River--Westlock|People's Party - PPC|5916
Peace River--Westlock|Maverick Party|2573
Peace River--Westlock|Green Party|364
Peace River--Westlock|Liberal|2431
Peace River--Westlock|NDP-New Democratic Party|6019
Peace River--Westlock|Conservative|29486
Red Deer--Mountain View|Liberal|4145
Red Deer--Mountain View|Conservative|40634
Red Deer--Mountain View|NDP-New Democratic Party|8820
Red Deer--Mountain View|People's Party - PPC|7570
Red Deer--Mountain View|Libertarian|210
Red Deer--Mountain View|Maverick Party|1639
Red Deer--Mountain View|Independent|307
Red Deer--Mountain View|Liberal|4084
Red Deer--Mountain View|Conservative|40680
Red Deer--Mountain View|NDP-New Democratic Party|8826
Red Deer--Mountain View|People's Party - PPC|7581
Red Deer--Mountain View|Libertarian|211
Red Deer--Mountain View|Maverick Party|1640
Red Deer--Mountain View|Independent|298
Red Deer--Lacombe|No Affiliation|574
Red Deer--Lacombe|Conservative|39316
Red Deer--Lacombe|NDP-New Democratic Party|8694
Red Deer--Lacombe|Maverick Party|978
Red Deer--Lacombe|People's Party - PPC|7883
Red Deer--Lacombe|Liberal|3684
Red Deer--Lacombe|Libertarian|213
Red Deer--Lacombe|No Affiliation|573
Red Deer--Lacombe|Conservative|39805
Red Deer--Lacombe|NDP-New Democratic Party|8806
Red Deer--Lacombe|Maverick Party|986
Red Deer--Lacombe|People's Party - PPC|7893
Red Deer--Lacombe|Liberal|3704
Red Deer--Lacombe|Libertarian|212
St. Albert--Edmonton|People's Party - PPC|3684
St. Albert--Edmonton|Conservative|29652
St. Albert--Edmonton|NDP-New Democratic Party|17816
St. Albert--Edmonton|Liberal|11187
St. Albert--Edmonton|People's Party - PPC|3684
St. Albert--Edmonton|Conservative|29652
St. Albert--Edmonton|NDP-New Democratic Party|17816
St. Albert--Edmonton|Liberal|11188
Sherwood Park--Fort Saskatchewan|Conservative|41092
Sherwood Park--Fort Saskatchewan|Liberal|8730
Sherwood Park--Fort Saskatchewan|Maverick Party|849
Sherwood Park--Fort Saskatchewan|Green Party|701
Sherwood Park--Fort Saskatchewan|Independent|282
Sherwood Park--Fort Saskatchewan|NDP-New Democratic Party|14750
Sherwood Park--Fort Saskatchewan|People's Party - PPC|5004
Sherwood Park--Fort Saskatchewan|Conservative|41092
Sherwood Park--Fort Saskatchewan|Liberal|8730
Sherwood Park--Fort Saskatchewan|Maverick Party|849
Sherwood Park--Fort Saskatchewan|Green Party|700
Sherwood Park--Fort Saskatchewan|Independent|283
Sherwood Park--Fort Saskatchewan|NDP-New Democratic Party|14740
Sherwood Park--Fort Saskatchewan|People's Party - PPC|5004
Sturgeon River--Parkland|Maverick Party|1243
Sturgeon River--Parkland|Conservative|40423
Sturgeon River--Parkland|People's Party - PPC|6599
Sturgeon River--Parkland|NDP-New Democratic Party|12602
Sturgeon River--Parkland|Liberal|4526
Sturgeon River--Parkland|Christian Heritage Party|495
Sturgeon River--Parkland|Maverick Party|1240
Sturgeon River--Parkland|Conservative|40957
Sturgeon River--Parkland|People's Party - PPC|6671
Sturgeon River--Parkland|NDP-New Democratic Party|12532
Sturgeon River--Parkland|Liberal|4579
Sturgeon River--Parkland|Christian Heritage Party|497
Yellowhead|VCP|149
Yellowhead|People's Party - PPC|6452
Yellowhead|Maverick Party|1763
Yellowhead|NDP-New Democratic Party|5977
Yellowhead|Liberal|2856
Yellowhead|Conservative|33622
Yellowhead|VCP|147
Yellowhead|People's Party - PPC|6475
Yellowhead|Maverick Party|1761
Yellowhead|NDP-New Democratic Party|5977
Yellowhead|Liberal|2829
Yellowhead|Conservative|33603
Abbotsford|Conservative|21607
Abbotsford|Green Party|1517
Abbotsford|Liberal|10879
Abbotsford|People's Party - PPC|3337
Abbotsford|NDP-New Democratic Party|7739
Abbotsford|Conservative|21597
Abbotsford|Green Party|1517
Abbotsford|Liberal|10907
Abbotsford|People's Party - PPC|3300
Abbotsford|NDP-New Democratic Party|7729
Burnaby North--Seymour|Liberal|18748
Burnaby North--Seymour|Green Party|1462
Burnaby North--Seymour|NDP-New Democratic Party|13815
Burnaby North--Seymour|People's Party - PPC|1331
Burnaby North--Seymour|Conservative|12185
Burnaby North--Seymour|Liberal|19445
Burnaby North--Seymour|Green Party|1516
Burnaby North--Seymour|NDP-New Democratic Party|14318
Burnaby North--Seymour|People's Party - PPC|1370
Burnaby North--Seymour|Conservative|12535
Burnaby South|Green Party|1185
Burnaby South|Independent|296
Burnaby South|Conservative|9104
Burnaby South|Liberal|12361
Burnaby South|NDP-New Democratic Party|16382
Burnaby South|People's Party - PPC|1290
Burnaby South|Green Party|1175
Burnaby South|Independent|296
Burnaby South|Conservative|9104
Burnaby South|Liberal|12361
Burnaby South|NDP-New Democratic Party|16382
Burnaby South|People's Party - PPC|1290
Cariboo--Prince George|Conservative|25770
Cariboo--Prince George|Liberal|8447
Cariboo--Prince George|People's Party - PPC|4160
Cariboo--Prince George|Green Party|1844
Cariboo--Prince George|NDP-New Democratic Party|10323
Cariboo--Prince George|Christian Heritage Party|218
Cariboo--Prince George|Conservative|25771
Cariboo--Prince George|Liberal|8397
Cariboo--Prince George|People's Party - PPC|4160
Cariboo--Prince George|Green Party|1844
Cariboo--Prince George|NDP-New Democratic Party|10323
Cariboo--Prince George|Christian Heritage Party|218
Central Okanagan--Similkameen--Nicola|Conservative|29826
Central Okanagan--Similkameen--Nicola|Liberal|15305
Central Okanagan--Similkameen--Nicola|People's Party - PPC|4661
Central Okanagan--Similkameen--Nicola|NDP-New Democratic Party|13462
Central Okanagan--Similkameen--Nicola|Green Party|1718
Central Okanagan--Similkameen--Nicola|Conservative|30563
Central Okanagan--Similkameen--Nicola|Liberal|13291
Central Okanagan--Similkameen--Nicola|People's Party - PPC|4788
Central Okanagan--Similkameen--Nicola|NDP-New Democratic Party|13813
Central Okanagan--Similkameen--Nicola|Green Party|1755
Chilliwack--Hope|People's Party - PPC|4004
Chilliwack--Hope|Green Party|1401
Chilliwack--Hope|NDP-New Democratic Party|13927
Chilliwack--Hope|Conservative|23987
Chilliwack--Hope|Liberal|8851
Chilliwack--Hope|People's Party - PPC|4004
Chilliwack--Hope|Green Party|1391
Chilliwack--Hope|NDP-New Democratic Party|13927
Chilliwack--Hope|Conservative|23987
Chilliwack--Hope|Liberal|8851
Cloverdale--Langley City|Liberal|20890
Cloverdale--Langley City|Conservative|19272
Cloverdale--Langley City|NDP-New Democratic Party|10584
Cloverdale--Langley City|People's Party - PPC|2559
Cloverdale--Langley City|Liberal|20877
Cloverdale--Langley City|Conservative|19223
Cloverdale--Langley City|NDP-New Democratic Party|10587
Cloverdale--Langley City|People's Party - PPC|2563
Coquitlam--Port Coquitlam|Conservative|17047
Coquitlam--Port Coquitlam|People's Party - PPC|2388
Coquitlam--Port Coquitlam|NDP-New Democratic Party|15114
Coquitlam--Port Coquitlam|Liberal|21638
Coquitlam--Port Coquitlam|Conservative|16907
Coquitlam--Port Coquitlam|People's Party - PPC|2373
Coquitlam--Port Coquitlam|NDP-New Democratic Party|14982
Coquitlam--Port Coquitlam|Liberal|21454
Courtenay--Alberni|Marxist-Leninist|122
Courtenay--Alberni|People's Party - PPC|3467
Courtenay--Alberni|Liberal|9241
Courtenay--Alberni|NDP-New Democratic Party|30604
Courtenay--Alberni|Green Party|3670
Courtenay--Alberni|Conservative|22197
Courtenay--Alberni|Marxist-Leninist|124
Courtenay--Alberni|People's Party - PPC|3467
Courtenay--Alberni|Liberal|9276
Courtenay--Alberni|NDP-New Democratic Party|30612
Courtenay--Alberni|Green Party|3590
Courtenay--Alberni|Conservative|22181
Cowichan--Malahat--Langford|Conservative|17091
Cowichan--Malahat--Langford|People's Party - PPC|3814
Cowichan--Malahat--Langford|Liberal|9892
Cowichan--Malahat--Langford|NDP-New Democratic Party|25803
Cowichan--Malahat--Langford|Green Party|3781
Cowichan--Malahat--Langford|Conservative|17870
Cowichan--Malahat--Langford|People's Party - PPC|3952
Cowichan--Malahat--Langford|Liberal|10320
Cowichan--Malahat--Langford|NDP-New Democratic Party|26968
Cowichan--Malahat--Langford|Green Party|3922
Delta|NDP-New Democratic Party|9580
Delta|Independent|388
Delta|Liberal|22105
Delta|Conservative|17695
Delta|Green Party|1243
Delta|People's Party - PPC|1291
Delta|NDP-New Democratic Party|9591
Delta|Independent|379
Delta|Liberal|22105
Delta|Conservative|17695
Delta|Green Party|1244
Delta|People's Party - PPC|1291
Fleetwood--Port Kells|People's Party - PPC|1242
Fleetwood--Port Kells|Green Party|824
Fleetwood--Port Kells|Liberal|19868
Fleetwood--Port Kells|Conservative|13639
Fleetwood--Port Kells|Independent|137
Fleetwood--Port Kells|NDP-New Democratic Party|8260
Fleetwood--Port Kells|People's Party - PPC|1284
Fleetwood--Port Kells|Green Party|892
Fleetwood--Port Kells|Liberal|21350
Fleetwood--Port Kells|Conservative|14553
Fleetwood--Port Kells|Independent|146
Fleetwood--Port Kells|NDP-New Democratic Party|8960
Kamloops--Thompson--Cariboo|Independent|147
Kamloops--Thompson--Cariboo|Conservative|29881
Kamloops--Thompson--Cariboo|Green Party|2576
Kamloops--Thompson--Cariboo|People's Party - PPC|4033
Kamloops--Thompson--Cariboo|Liberal|12717
Kamloops--Thompson--Cariboo|Independent|291
Kamloops--Thompson--Cariboo|NDP-New Democratic Party|20406
Kamloops--Thompson--Cariboo|Independent|146
Kamloops--Thompson--Cariboo|Conservative|30281
Kamloops--Thompson--Cariboo|Green Party|2576
Kamloops--Thompson--Cariboo|People's Party - PPC|4033
Kamloops--Thompson--Cariboo|Liberal|12717
Kamloops--Thompson--Cariboo|Independent|264
Kamloops--Thompson--Cariboo|NDP-New Democratic Party|20431
Kelowna--Lake Country|NDP-New Democratic Party|12204
Kelowna--Lake Country|Conservative|30409
Kelowna--Lake Country|Liberal|17707
Kelowna--Lake Country|People's Party - PPC|4688
Kelowna--Lake Country|Green Party|2074
Kelowna--Lake Country|NDP-New Democratic Party|12204
Kelowna--Lake Country|Conservative|30409
Kelowna--Lake Country|Liberal|17767
Kelowna--Lake Country|People's Party - PPC|4688
Kelowna--Lake Country|Green Party|2074
Kootenay--Columbia|People's Party - PPC|4320
Kootenay--Columbia|Liberal|5482
Kootenay--Columbia|Conservative|26845
Kootenay--Columbia|Green Party|2411
Kootenay--Columbia|NDP-New Democratic Party|22179
Kootenay--Columbia|People's Party - PPC|4467
Kootenay--Columbia|Liberal|5879
Kootenay--Columbia|Conservative|28056
Kootenay--Columbia|Green Party|2577
Kootenay--Columbia|NDP-New Democratic Party|23986
Langley--Aldergrove|People's Party - PPC|3341
Langley--Aldergrove|NDP-New Democratic Party|12288
Langley--Aldergrove|Green Party|1799
Langley--Aldergrove|Liberal|16585
Langley--Aldergrove|Conservative|28644
Langley--Aldergrove|People's Party - PPC|3341
Langley--Aldergrove|NDP-New Democratic Party|12288
Langley--Aldergrove|Green Party|1798
Langley--Aldergrove|Liberal|16565
Langley--Aldergrove|Conservative|28643
Mission--Matsqui--Fraser Canyon|Green Party|1891
Mission--Matsqui--Fraser Canyon|Liberal|10597
Mission--Matsqui--Fraser Canyon|People's Party - PPC|3073
Mission--Matsqui--Fraser Canyon|NDP-New Democratic Party|8729
Mission--Matsqui--Fraser Canyon|Conservative|18866
Mission--Matsqui--Fraser Canyon|Green Party|1887
Mission--Matsqui--Fraser Canyon|Liberal|10598
Mission--Matsqui--Fraser Canyon|People's Party - PPC|3073
Mission--Matsqui--Fraser Canyon|NDP-New Democratic Party|8709
Mission--Matsqui--Fraser Canyon|Conservative|18908
Nanaimo--Ladysmith|NDP-New Democratic Party|18051
Nanaimo--Ladysmith|Liberal|8327
Nanaimo--Ladysmith|Conservative|17050
Nanaimo--Ladysmith|Green Party|15313
Nanaimo--Ladysmith|People's Party - PPC|3204
Nanaimo--Ladysmith|NDP-New Democratic Party|19826
Nanaimo--Ladysmith|Liberal|9314
Nanaimo--Ladysmith|Conservative|18627
Nanaimo--Ladysmith|Green Party|17640
Nanaimo--Ladysmith|People's Party - PPC|3358
New Westminster--Burnaby|People's Party - PPC|1840
New Westminster--Burnaby|Liberal|11685
New Westminster--Burnaby|NDP-New Democratic Party|23954
New Westminster--Burnaby|Green Party|2035
New Westminster--Burnaby|Conservative|9710
New Westminster--Burnaby|People's Party - PPC|1840
New Westminster--Burnaby|Liberal|11685
New Westminster--Burnaby|NDP-New Democratic Party|24054
New Westminster--Burnaby|Green Party|2035
New Westminster--Burnaby|Conservative|9710
North Okanagan--Shuswap|Conservative|33596
North Okanagan--Shuswap|People's Party - PPC|7209
North Okanagan--Shuswap|Liberal|13667
North Okanagan--Shuswap|Green Party|3967
North Okanagan--Shuswap|NDP-New Democratic Party|13930
North Okanagan--Shuswap|Conservative|33626
North Okanagan--Shuswap|People's Party - PPC|7209
North Okanagan--Shuswap|Liberal|13666
North Okanagan--Shuswap|Green Party|3967
North Okanagan--Shuswap|NDP-New Democratic Party|13929
North Vancouver|NDP-New Democratic Party|11750
North Vancouver|People's Party - PPC|1545
North Vancouver|Conservative|16671
North Vancouver|Green Party|2598
North Vancouver|Liberal|26756
North Vancouver|NDP-New Democratic Party|11750
North Vancouver|People's Party - PPC|1545
North Vancouver|Conservative|16671
North Vancouver|Green Party|2598
North Vancouver|Liberal|26756
Pitt Meadows--Maple Ridge|Parti Rhinocéros Party|161
Pitt Meadows--Maple Ridge|Conservative|19371
Pitt Meadows--Maple Ridge|People's Party - PPC|2890
Pitt Meadows--Maple Ridge|NDP-New Democratic Party|16869
Pitt Meadows--Maple Ridge|Independent|453
Pitt Meadows--Maple Ridge|Liberal|13179
Pitt Meadows--Maple Ridge|Parti Rhinocéros Party|161
Pitt Meadows--Maple Ridge|Conservative|19371
Pitt Meadows--Maple Ridge|People's Party - PPC|2800
Pitt Meadows--Maple Ridge|NDP-New Democratic Party|16869
Pitt Meadows--Maple Ridge|Independent|453
Pitt Meadows--Maple Ridge|Liberal|13179
Port Moody--Coquitlam|Liberal|14231
Port Moody--Coquitlam|People's Party - PPC|1762
Port Moody--Coquitlam|Conservative|16605
Port Moody--Coquitlam|Marxist-Leninist|122
Port Moody--Coquitlam|NDP-New Democratic Party|19367
Port Moody--Coquitlam|Liberal|14231
Port Moody--Coquitlam|People's Party - PPC|1766
Port Moody--Coquitlam|Conservative|16605
Port Moody--Coquitlam|Marxist-Leninist|122
Port Moody--Coquitlam|NDP-New Democratic Party|19367
Prince George--Peace River--Northern Rockies|Liberal|4236
Prince George--Peace River--Northern Rockies|People's Party - PPC|5138
Prince George--Peace River--Northern Rockies|CFF - Canada's Fourth Front|53
Prince George--Peace River--Northern Rockies|Maverick Party|1581
Prince George--Peace River--Northern Rockies|Green Party|1661
Prince George--Peace River--Northern Rockies|NDP-New Democratic Party|6644
Prince George--Peace River--Northern Rockies|Conservative|29783
Prince George--Peace River--Northern Rockies|Liberal|4236
Prince George--Peace River--Northern Rockies|People's Party - PPC|5138
Prince George--Peace River--Northern Rockies|CFF - Canada's Fourth Front|53
Prince George--Peace River--Northern Rockies|Maverick Party|1580
Prince George--Peace River--Northern Rockies|Green Party|1661
Prince George--Peace River--Northern Rockies|NDP-New Democratic Party|6647
Prince George--Peace River--Northern Rockies|Conservative|29882
Richmond Centre|Green Party|1063
Richmond Centre|People's Party - PPC|707
Richmond Centre|Liberal|12701
Richmond Centre|NDP-New Democratic Party|5849
Richmond Centre|Conservative|12039
Richmond Centre|Green Party|1109
Richmond Centre|People's Party - PPC|748
Richmond Centre|Liberal|13440
Richmond Centre|NDP-New Democratic Party|6196
Richmond Centre|Conservative|12668
Esquimalt--Saanich--Sooke|People's Party - PPC|2919
Esquimalt--Saanich--Sooke|Conservative|13099
Esquimalt--Saanich--Sooke|NDP-New Democratic Party|25745
Esquimalt--Saanich--Sooke|Green Party|5436
Esquimalt--Saanich--Sooke|Liberal|13009
Esquimalt--Saanich--Sooke|Communist|226
Esquimalt--Saanich--Sooke|People's Party - PPC|2995
Esquimalt--Saanich--Sooke|Conservative|13885
Esquimalt--Saanich--Sooke|NDP-New Democratic Party|28056
Esquimalt--Saanich--Sooke|Green Party|5891
Esquimalt--Saanich--Sooke|Liberal|14466
Esquimalt--Saanich--Sooke|Communist|249
Saanich--Gulf Islands|Conservative|14775
Saanich--Gulf Islands|Communist|141
Saanich--Gulf Islands|People's Party - PPC|1943
Saanich--Gulf Islands|Green Party|24558
Saanich--Gulf Islands|Liberal|12056
Saanich--Gulf Islands|NDP-New Democratic Party|12064
Saanich--Gulf Islands|Conservative|14775
Saanich--Gulf Islands|Communist|141
Saanich--Gulf Islands|People's Party - PPC|1943
Saanich--Gulf Islands|Green Party|24648
Saanich--Gulf Islands|Liberal|12056
Saanich--Gulf Islands|NDP-New Democratic Party|11959
Skeena--Bulkley Valley|NDP-New Democratic Party|15100
Skeena--Bulkley Valley|People's Party - PPC|2794
Skeena--Bulkley Valley|Liberal|2790
Skeena--Bulkley Valley|Conservative|12885
Skeena--Bulkley Valley|Christian Heritage Party|754
Skeena--Bulkley Valley|Green Party|1355
Skeena--Bulkley Valley|NDP-New Democratic Party|15921
Skeena--Bulkley Valley|People's Party - PPC|2888
Skeena--Bulkley Valley|Liberal|2866
Skeena--Bulkley Valley|Conservative|13513
Skeena--Bulkley Valley|Christian Heritage Party|797
Skeena--Bulkley Valley|Green Party|1406
South Okanagan--West Kootenay|NDP-New Democratic Party|27372
South Okanagan--West Kootenay|Green Party|2472
South Okanagan--West Kootenay|Conservative|23473
South Okanagan--West Kootenay|Liberal|8129
South Okanagan--West Kootenay|People's Party - PPC|4862
South Okanagan--West Kootenay|NDP-New Democratic Party|27595
South Okanagan--West Kootenay|Green Party|2485
South Okanagan--West Kootenay|Conservative|23675
South Okanagan--West Kootenay|Liberal|8159
South Okanagan--West Kootenay|People's Party - PPC|4866
South Surrey--White Rock|Conservative|24176
South Surrey--White Rock|Liberal|22164
South Surrey--White Rock|People's Party - PPC|2190
South Surrey--White Rock|NDP-New Democratic Party|8438
South Surrey--White Rock|Conservative|24158
South Surrey--White Rock|Liberal|22166
South Surrey--White Rock|People's Party - PPC|2186
South Surrey--White Rock|NDP-New Democratic Party|8395
Steveston--Richmond East|Liberal|16542
Steveston--Richmond East|Conservative|13065
Steveston--Richmond East|Green Party|859
Steveston--Richmond East|People's Party - PPC|955
Steveston--Richmond East|NDP-New Democratic Party|7523
Steveston--Richmond East|Liberal|16543
Steveston--Richmond East|Conservative|13066
Steveston--Richmond East|Green Party|860
Steveston--Richmond East|People's Party - PPC|955
Steveston--Richmond East|NDP-New Democratic Party|7525
Surrey Centre|Communist|137
Surrey Centre|NDP-New Democratic Party|10628
Surrey Centre|Conservative|8075
Surrey Centre|People's Party - PPC|1539
Surrey Centre|Green Party|838
Surrey Centre|Christian Heritage Party|289
Surrey Centre|Liberal|16862
Surrey Centre|Communist|137
Surrey Centre|NDP-New Democratic Party|10627
Surrey Centre|Conservative|8094
Surrey Centre|People's Party - PPC|1539
Surrey Centre|Green Party|838
Surrey Centre|Christian Heritage Party|289
Surrey Centre|Liberal|16862
Surrey--Newton|Liberal|19721
Surrey--Newton|Independent|628
Surrey--Newton|NDP-New Democratic Party|9536
Surrey--Newton|Conservative|5758
Surrey--Newton|People's Party - PPC|967
Surrey--Newton|Liberal|19721
Surrey--Newton|Independent|628
Surrey--Newton|NDP-New Democratic Party|9536
Surrey--Newton|Conservative|5758
Surrey--Newton|People's Party - PPC|967
Vancouver Centre|Conservative|11473
Vancouver Centre|Liberal|20916
Vancouver Centre|NDP-New Democratic Party|15911
Vancouver Centre|Green Party|2077
Vancouver Centre|People's Party - PPC|1737
Vancouver Centre|Conservative|11162
Vancouver Centre|Liberal|20873
Vancouver Centre|NDP-New Democratic Party|15869
Vancouver Centre|Green Party|2030
Vancouver Centre|People's Party - PPC|1683
Vancouver East|Libertarian|831
Vancouver East|Conservative|5389
Vancouver East|Communist|387
Vancouver East|NDP-New Democratic Party|27899
Vancouver East|People's Party - PPC|1382
Vancouver East|Green Party|3813
Vancouver East|Liberal|9807
Vancouver East|Libertarian|831
Vancouver East|Conservative|5399
Vancouver East|Communist|387
